Distirct No (apylinkės nr.),Party No (partijos nr.),Constituency No (apygardos nr.),By post (balsai paštu),Distirct (apylinkė),In distirct (balsai apylinkėje),Party (partija),Constituency (apygarda),Total (balsai iš viso),Valid ballot papers percent (galiojančių biuletenių skaičius)
1,11,31,12,Gargždų,22,Krikščionių partija,Gargždų,34,2.06
1,6,29,13,Kvietiškio,145,„Drąsos kelias“ politinė partija,Marijampolės,158,10.56
1,9,29,5,Kvietiškio,76,Partija Tvarka ir teisingumas,Marijampolės,81,5.41
1,7,29,,Kvietiškio,2,Lietuvos lenkų rinkimų akcija,Marijampolės,2,0.13
1,14,29,3,Kvietiškio,42,Lietuvos valstiečių ir žaliųjų sąjunga,Marijampolės,45,3.01
1,16,29,2,Kvietiškio,12,Liberalų ir centro sąjunga,Marijampolės,14,0.94
1,18,29,2,Kvietiškio,14,Politinė partija „Sąjunga Taip“,Marijampolės,16,1.07
1,13,29,,Kvietiškio,9,Socialistinis liaudies Frontas,Marijampolės,9,0.6
1,11,29,,Kvietiškio,35,Krikščionių partija,Marijampolės,35,2.34
24,3,30,17,Likiškėlių,319,Darbo partija,Alytaus,336,24.09
24,8,30,12,Likiškėlių,353,Lietuvos socialdemokratų partija,Alytaus,365,26.16
24,5,30,19,Likiškėlių,182,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Alytaus,201,14.41
24,1,30,6,Likiškėlių,114,Lietuvos Respublikos liberalų sąjūdis,Alytaus,120,8.6
24,6,30,5,Likiškėlių,150,„Drąsos kelias“ politinė partija,Alytaus,155,11.11
23,3,30,16,Jurgiškių,381,Darbo partija,Alytaus,397,23.99
23,8,30,20,Jurgiškių,385,Lietuvos socialdemokratų partija,Alytaus,405,24.47
23,5,30,21,Jurgiškių,219,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Alytaus,240,14.5
23,1,30,9,Jurgiškių,164,Lietuvos Respublikos liberalų sąjūdis,Alytaus,173,10.45
23,6,30,8,Jurgiškių,181,„Drąsos kelias“ politinė partija,Alytaus,189,11.42
3,15,29,,Laikštės,4,Partija „Jaunoji Lietuva“,Marijampolės,4,0.38
3,4,29,,Laikštės,1,Demokratinė darbo ir vienybės partija,Marijampolės,1,0.1
3,17,29,,Laikštės,5,Emigrantų partija,Marijampolės,5,0.48
3,2,29,,Laikštės,,Respublikonų partija,Marijampolės,,
3,12,29,,Laikštės,6,Lietuvos žmonių partija,Marijampolės,6,0.57
2,10,29,4,Narto,20,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Marijampolės,24,2.23
2,15,29,1,Narto,4,Partija „Jaunoji Lietuva“,Marijampolės,5,0.47
2,4,29,,Narto,3,Demokratinė darbo ir vienybės partija,Marijampolės,3,0.28
2,17,29,1,Narto,3,Emigrantų partija,Marijampolės,4,0.37
2,2,29,,Narto,3,Respublikonų partija,Marijampolės,3,0.28
2,12,29,,Narto,2,Lietuvos žmonių partija,Marijampolės,2,0.19
1,10,31,2,Gargždų,17,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Gargždų,19,1.15
1,15,31,1,Gargždų,6,Partija „Jaunoji Lietuva“,Gargždų,7,0.42
1,4,31,3,Gargždų,6,Demokratinė darbo ir vienybės partija,Gargždų,9,0.54
1,17,31,,Gargždų,3,Emigrantų partija,Gargždų,3,0.18
1,2,31,,Gargždų,1,Respublikonų partija,Gargždų,1,0.06
1,12,31,,Gargždų,1,Lietuvos žmonių partija,Gargždų,1,0.06
1,10,29,2,Kvietiškio,21,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Marijampolės,23,1.54
1,15,29,,Kvietiškio,5,Partija „Jaunoji Lietuva“,Marijampolės,5,0.33
1,4,29,4,Kvietiškio,11,Demokratinė darbo ir vienybės partija,Marijampolės,15,1.0
1,17,29,,Kvietiškio,13,Emigrantų partija,Marijampolės,13,0.87
1,2,29,,Kvietiškio,4,Respublikonų partija,Marijampolės,4,0.27
1,12,29,,Kvietiškio,6,Lietuvos žmonių partija,Marijampolės,6,0.4
24,9,30,2,Likiškėlių,81,Partija Tvarka ir teisingumas,Alytaus,83,5.95
24,7,30,,Likiškėlių,2,Lietuvos lenkų rinkimų akcija,Alytaus,2,0.14
24,14,30,2,Likiškėlių,15,Lietuvos valstiečių ir žaliųjų sąjunga,Alytaus,17,1.22
24,16,30,1,Likiškėlių,34,Liberalų ir centro sąjunga,Alytaus,35,2.51
24,18,30,2,Likiškėlių,17,Politinė partija „Sąjunga Taip“,Alytaus,19,1.36
24,13,30,1,Likiškėlių,17,Socialistinis liaudies Frontas,Alytaus,18,1.29
24,11,30,2,Likiškėlių,10,Krikščionių partija,Alytaus,12,0.86
24,10,30,1,Likiškėlių,7,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Alytaus,8,0.57
23,9,30,7,Jurgiškių,65,Partija Tvarka ir teisingumas,Alytaus,72,4.35
23,7,30,,Jurgiškių,,Lietuvos lenkų rinkimų akcija,Alytaus,,
23,14,30,1,Jurgiškių,28,Lietuvos valstiečių ir žaliųjų sąjunga,Alytaus,29,1.75
23,16,30,2,Jurgiškių,52,Liberalų ir centro sąjunga,Alytaus,54,3.26
23,18,30,1,Jurgiškių,15,Politinė partija „Sąjunga Taip“,Alytaus,16,0.97
23,13,30,,Jurgiškių,7,Socialistinis liaudies Frontas,Alytaus,7,0.42
23,11,30,1,Jurgiškių,14,Krikščionių partija,Alytaus,15,0.91
23,10,30,2,Jurgiškių,11,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Alytaus,13,0.79
22,3,30,11,Jaunimo,327,Darbo partija,Alytaus,338,26.8
22,8,30,8,Jaunimo,332,Lietuvos socialdemokratų partija,Alytaus,340,26.96
22,5,30,17,Jaunimo,164,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Alytaus,181,14.35
22,1,30,4,Jaunimo,70,Lietuvos Respublikos liberalų sąjūdis,Alytaus,74,5.87
22,6,30,3,Jaunimo,110,„Drąsos kelias“ politinė partija,Alytaus,113,8.96
24,15,30,1,Likiškėlių,2,Partija „Jaunoji Lietuva“,Alytaus,3,0.22
24,4,30,,Likiškėlių,7,Demokratinė darbo ir vienybės partija,Alytaus,7,0.5
24,17,30,,Likiškėlių,8,Emigrantų partija,Alytaus,8,0.57
24,2,30,,Likiškėlių,4,Respublikonų partija,Alytaus,4,0.29
24,12,30,1,Likiškėlių,1,Lietuvos žmonių partija,Alytaus,2,0.14
23,15,30,,Jurgiškių,13,Partija „Jaunoji Lietuva“,Alytaus,13,0.79
23,4,30,,Jurgiškių,2,Demokratinė darbo ir vienybės partija,Alytaus,2,0.12
23,17,30,1,Jurgiškių,14,Emigrantų partija,Alytaus,15,0.91
23,2,30,1,Jurgiškių,5,Respublikonų partija,Alytaus,6,0.36
23,12,30,,Jurgiškių,9,Lietuvos žmonių partija,Alytaus,9,0.54
22,9,30,1,Jaunimo,78,Partija Tvarka ir teisingumas,Alytaus,79,6.26
22,7,30,,Jaunimo,,Lietuvos lenkų rinkimų akcija,Alytaus,,
22,14,30,1,Jaunimo,17,Lietuvos valstiečių ir žaliųjų sąjunga,Alytaus,18,1.43
22,16,30,3,Jaunimo,36,Liberalų ir centro sąjunga,Alytaus,39,3.09
22,18,30,1,Jaunimo,9,Politinė partija „Sąjunga Taip“,Alytaus,10,0.79
22,13,30,,Jaunimo,11,Socialistinis liaudies Frontas,Alytaus,11,0.87
22,11,30,1,Jaunimo,4,Krikščionių partija,Alytaus,5,0.4
22,10,30,,Jaunimo,5,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Alytaus,5,0.4
21,3,30,25,Volungės,410,Darbo partija,Alytaus,435,24.76
21,8,30,21,Volungės,448,Lietuvos socialdemokratų partija,Alytaus,469,26.69
21,5,30,16,Volungės,222,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Alytaus,238,13.55
21,1,30,10,Volungės,120,Lietuvos Respublikos liberalų sąjūdis,Alytaus,130,7.4
21,6,30,5,Volungės,200,„Drąsos kelias“ politinė partija,Alytaus,205,11.67
20,3,30,5,Topolių,205,Darbo partija,Alytaus,210,23.86
20,8,30,12,Topolių,205,Lietuvos socialdemokratų partija,Alytaus,217,24.66
20,5,30,9,Topolių,128,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Alytaus,137,15.57
20,1,30,5,Topolių,81,Lietuvos Respublikos liberalų sąjūdis,Alytaus,86,9.77
20,6,30,2,Topolių,66,„Drąsos kelias“ politinė partija,Alytaus,68,7.73
19,3,30,14,Jotvingių,280,Darbo partija,Alytaus,294,25.32
19,8,30,17,Jotvingių,257,Lietuvos socialdemokratų partija,Alytaus,274,23.6
19,5,30,18,Jotvingių,158,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Alytaus,176,15.16
19,1,30,9,Jotvingių,111,Lietuvos Respublikos liberalų sąjūdis,Alytaus,120,10.34
19,6,30,10,Jotvingių,88,„Drąsos kelias“ politinė partija,Alytaus,98,8.44
22,15,30,,Jaunimo,12,Partija „Jaunoji Lietuva“,Alytaus,12,0.95
22,4,30,,Jaunimo,2,Demokratinė darbo ir vienybės partija,Alytaus,2,0.16
22,17,30,1,Jaunimo,6,Emigrantų partija,Alytaus,7,0.56
22,2,30,1,Jaunimo,25,Respublikonų partija,Alytaus,26,2.06
22,12,30,,Jaunimo,1,Lietuvos žmonių partija,Alytaus,1,0.08
21,9,30,1,Volungės,126,Partija Tvarka ir teisingumas,Alytaus,127,7.23
21,7,30,,Volungės,2,Lietuvos lenkų rinkimų akcija,Alytaus,2,0.11
21,14,30,4,Volungės,20,Lietuvos valstiečių ir žaliųjų sąjunga,Alytaus,24,1.37
21,16,30,2,Volungės,32,Liberalų ir centro sąjunga,Alytaus,34,1.94
21,18,30,1,Volungės,20,Politinė partija „Sąjunga Taip“,Alytaus,21,1.2
21,13,30,,Volungės,14,Socialistinis liaudies Frontas,Alytaus,14,0.8
21,11,30,2,Volungės,18,Krikščionių partija,Alytaus,20,1.14
21,10,30,1,Volungės,14,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Alytaus,15,0.85
20,9,30,2,Topolių,57,Partija Tvarka ir teisingumas,Alytaus,59,6.7
20,7,30,,Topolių,2,Lietuvos lenkų rinkimų akcija,Alytaus,2,0.23
20,14,30,2,Topolių,16,Lietuvos valstiečių ir žaliųjų sąjunga,Alytaus,18,2.05
20,16,30,2,Topolių,28,Liberalų ir centro sąjunga,Alytaus,30,3.41
20,18,30,1,Topolių,7,Politinė partija „Sąjunga Taip“,Alytaus,8,0.91
20,13,30,,Topolių,11,Socialistinis liaudies Frontas,Alytaus,11,1.25
20,11,30,1,Topolių,8,Krikščionių partija,Alytaus,9,1.02
20,10,30,,Topolių,11,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Alytaus,11,1.25
19,9,30,4,Jotvingių,87,Partija Tvarka ir teisingumas,Alytaus,91,7.84
19,7,30,,Jotvingių,1,Lietuvos lenkų rinkimų akcija,Alytaus,1,0.09
19,14,30,1,Jotvingių,12,Lietuvos valstiečių ir žaliųjų sąjunga,Alytaus,13,1.12
19,16,30,6,Jotvingių,28,Liberalų ir centro sąjunga,Alytaus,34,2.93
19,18,30,,Jotvingių,7,Politinė partija „Sąjunga Taip“,Alytaus,7,0.6
19,13,30,,Jotvingių,6,Socialistinis liaudies Frontas,Alytaus,6,0.52
19,11,30,1,Jotvingių,11,Krikščionių partija,Alytaus,12,1.03
19,10,30,,Jotvingių,13,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Alytaus,13,1.12
18,3,30,18,Vidzgirio,470,Darbo partija,Alytaus,488,28.26
18,8,30,20,Vidzgirio,434,Lietuvos socialdemokratų partija,Alytaus,454,26.29
18,5,30,27,Vidzgirio,166,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Alytaus,193,11.18
18,1,30,8,Vidzgirio,148,Lietuvos Respublikos liberalų sąjūdis,Alytaus,156,9.03
18,6,30,4,Vidzgirio,151,„Drąsos kelias“ politinė partija,Alytaus,155,8.98
17,3,30,23,Panemunės,147,Darbo partija,Alytaus,170,36.02
17,8,30,4,Panemunės,78,Lietuvos socialdemokratų partija,Alytaus,82,17.37
17,5,30,6,Panemunės,65,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Alytaus,71,15.04
17,1,30,1,Panemunės,27,Lietuvos Respublikos liberalų sąjūdis,Alytaus,28,5.93
17,6,30,1,Panemunės,41,„Drąsos kelias“ politinė partija,Alytaus,42,8.9
11,3,30,14,Sporto,271,Darbo partija,Alytaus,285,26.61
11,8,30,14,Sporto,300,Lietuvos socialdemokratų partija,Alytaus,314,29.32
11,5,30,8,Sporto,121,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Alytaus,129,12.04
11,1,30,7,Sporto,66,Lietuvos Respublikos liberalų sąjūdis,Alytaus,73,6.82
11,6,30,2,Sporto,87,„Drąsos kelias“ politinė partija,Alytaus,89,8.31
21,15,30,1,Volungės,11,Partija „Jaunoji Lietuva“,Alytaus,12,0.68
21,4,30,,Volungės,1,Demokratinė darbo ir vienybės partija,Alytaus,1,0.06
21,17,30,1,Volungės,4,Emigrantų partija,Alytaus,5,0.28
21,2,30,,Volungės,3,Respublikonų partija,Alytaus,3,0.17
21,12,30,,Volungės,2,Lietuvos žmonių partija,Alytaus,2,0.11
20,15,30,,Topolių,4,Partija „Jaunoji Lietuva“,Alytaus,4,0.45
20,4,30,,Topolių,,Demokratinė darbo ir vienybės partija,Alytaus,,
20,17,30,,Topolių,6,Emigrantų partija,Alytaus,6,0.68
20,2,30,,Topolių,3,Respublikonų partija,Alytaus,3,0.34
20,12,30,,Topolių,1,Lietuvos žmonių partija,Alytaus,1,0.11
19,15,30,,Jotvingių,8,Partija „Jaunoji Lietuva“,Alytaus,8,0.69
19,4,30,,Jotvingių,4,Demokratinė darbo ir vienybės partija,Alytaus,4,0.34
19,17,30,,Jotvingių,4,Emigrantų partija,Alytaus,4,0.34
19,2,30,,Jotvingių,2,Respublikonų partija,Alytaus,2,0.17
19,12,30,1,Jotvingių,3,Lietuvos žmonių partija,Alytaus,4,0.34
18,9,30,2,Vidzgirio,97,Partija Tvarka ir teisingumas,Alytaus,99,5.73
18,7,30,,Vidzgirio,2,Lietuvos lenkų rinkimų akcija,Alytaus,2,0.12
18,14,30,,Vidzgirio,25,Lietuvos valstiečių ir žaliųjų sąjunga,Alytaus,25,1.45
18,16,30,1,Vidzgirio,54,Liberalų ir centro sąjunga,Alytaus,55,3.18
18,18,30,2,Vidzgirio,11,Politinė partija „Sąjunga Taip“,Alytaus,13,0.75
18,13,30,1,Vidzgirio,18,Socialistinis liaudies Frontas,Alytaus,19,1.1
18,11,30,,Vidzgirio,18,Krikščionių partija,Alytaus,18,1.04
18,10,30,1,Vidzgirio,8,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Alytaus,9,0.52
17,9,30,1,Panemunės,33,Partija Tvarka ir teisingumas,Alytaus,34,7.2
17,7,30,,Panemunės,1,Lietuvos lenkų rinkimų akcija,Alytaus,1,0.21
17,14,30,,Panemunės,5,Lietuvos valstiečių ir žaliųjų sąjunga,Alytaus,5,1.06
17,16,30,,Panemunės,9,Liberalų ir centro sąjunga,Alytaus,9,1.91
17,18,30,2,Panemunės,4,Politinė partija „Sąjunga Taip“,Alytaus,6,1.27
17,13,30,,Panemunės,4,Socialistinis liaudies Frontas,Alytaus,4,0.85
17,11,30,2,Panemunės,2,Krikščionių partija,Alytaus,4,0.85
17,10,30,,Panemunės,4,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Alytaus,4,0.85
11,9,30,5,Sporto,73,Partija Tvarka ir teisingumas,Alytaus,78,7.28
11,7,30,,Sporto,1,Lietuvos lenkų rinkimų akcija,Alytaus,1,0.09
11,14,30,,Sporto,23,Lietuvos valstiečių ir žaliųjų sąjunga,Alytaus,23,2.15
11,16,30,,Sporto,18,Liberalų ir centro sąjunga,Alytaus,18,1.68
11,18,30,,Sporto,9,Politinė partija „Sąjunga Taip“,Alytaus,9,0.84
11,13,30,,Sporto,10,Socialistinis liaudies Frontas,Alytaus,10,0.93
11,11,30,3,Sporto,10,Krikščionių partija,Alytaus,13,1.21
11,10,30,,Sporto,11,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Alytaus,11,1.03
10,3,30,19,Vilties,267,Darbo partija,Alytaus,286,27.77
10,8,30,13,Vilties,247,Lietuvos socialdemokratų partija,Alytaus,260,25.24
10,5,30,11,Vilties,159,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Alytaus,170,16.5
10,1,30,11,Vilties,60,Lietuvos Respublikos liberalų sąjūdis,Alytaus,71,6.89
10,6,30,5,Vilties,96,„Drąsos kelias“ politinė partija,Alytaus,101,9.81
18,15,30,,Vidzgirio,7,Partija „Jaunoji Lietuva“,Alytaus,7,0.41
18,4,30,,Vidzgirio,6,Demokratinė darbo ir vienybės partija,Alytaus,6,0.35
18,17,30,1,Vidzgirio,10,Emigrantų partija,Alytaus,11,0.64
18,2,30,,Vidzgirio,12,Respublikonų partija,Alytaus,12,0.69
18,12,30,,Vidzgirio,5,Lietuvos žmonių partija,Alytaus,5,0.29
17,15,30,,Panemunės,1,Partija „Jaunoji Lietuva“,Alytaus,1,0.21
17,4,30,2,Panemunės,1,Demokratinė darbo ir vienybės partija,Alytaus,3,0.64
17,17,30,,Panemunės,3,Emigrantų partija,Alytaus,3,0.64
17,2,30,,Panemunės,2,Respublikonų partija,Alytaus,2,0.42
17,12,30,1,Panemunės,2,Lietuvos žmonių partija,Alytaus,3,0.64
11,15,30,,Sporto,8,Partija „Jaunoji Lietuva“,Alytaus,8,0.75
11,4,30,,Sporto,2,Demokratinė darbo ir vienybės partija,Alytaus,2,0.19
11,17,30,1,Sporto,6,Emigrantų partija,Alytaus,7,0.65
11,2,30,,Sporto,,Respublikonų partija,Alytaus,,
11,12,30,,Sporto,1,Lietuvos žmonių partija,Alytaus,1,0.09
10,9,30,8,Vilties,61,Partija Tvarka ir teisingumas,Alytaus,69,6.7
10,7,30,,Vilties,3,Lietuvos lenkų rinkimų akcija,Alytaus,3,0.29
10,14,30,,Vilties,15,Lietuvos valstiečių ir žaliųjų sąjunga,Alytaus,15,1.46
10,16,30,1,Vilties,21,Liberalų ir centro sąjunga,Alytaus,22,2.14
10,18,30,,Vilties,5,Politinė partija „Sąjunga Taip“,Alytaus,5,0.49
10,13,30,,Vilties,,Socialistinis liaudies Frontas,Alytaus,,
10,11,30,2,Vilties,12,Krikščionių partija,Alytaus,14,1.36
10,10,30,,Vilties,4,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Alytaus,4,0.39
9,3,30,18,Statybininkų,185,Darbo partija,Alytaus,203,25.12
9,8,30,21,Statybininkų,212,Lietuvos socialdemokratų partija,Alytaus,233,28.84
9,5,30,10,Statybininkų,124,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Alytaus,134,16.58
9,1,30,4,Statybininkų,50,Lietuvos Respublikos liberalų sąjūdis,Alytaus,54,6.68
8,3,30,16,Naujoji,240,Darbo partija,Alytaus,256,29.7
8,8,30,14,Naujoji,219,Lietuvos socialdemokratų partija,Alytaus,233,27.03
8,5,30,13,Naujoji,116,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Alytaus,129,14.97
8,1,30,7,Naujoji,47,Lietuvos Respublikos liberalų sąjūdis,Alytaus,54,6.26
8,6,30,3,Naujoji,36,„Drąsos kelias“ politinė partija,Alytaus,39,4.52
7,3,30,17,Dzūkijos,218,Darbo partija,Alytaus,235,27.68
7,8,30,12,Dzūkijos,171,Lietuvos socialdemokratų partija,Alytaus,183,21.55
7,5,30,16,Dzūkijos,117,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Alytaus,133,15.67
7,1,30,5,Dzūkijos,49,Lietuvos Respublikos liberalų sąjūdis,Alytaus,54,6.36
7,6,30,5,Dzūkijos,79,„Drąsos kelias“ politinė partija,Alytaus,84,9.89
10,15,30,,Vilties,2,Partija „Jaunoji Lietuva“,Alytaus,2,0.19
10,4,30,,Vilties,1,Demokratinė darbo ir vienybės partija,Alytaus,1,0.1
10,17,30,,Vilties,4,Emigrantų partija,Alytaus,4,0.39
10,2,30,,Vilties,,Respublikonų partija,Alytaus,,
10,12,30,1,Vilties,2,Lietuvos žmonių partija,Alytaus,3,0.29
9,6,30,3,Statybininkų,67,„Drąsos kelias“ politinė partija,Alytaus,70,8.66
9,9,30,2,Statybininkų,42,Partija Tvarka ir teisingumas,Alytaus,44,5.45
9,7,30,,Statybininkų,,Lietuvos lenkų rinkimų akcija,Alytaus,,
9,14,30,1,Statybininkų,13,Lietuvos valstiečių ir žaliųjų sąjunga,Alytaus,14,1.73
9,16,30,,Statybininkų,17,Liberalų ir centro sąjunga,Alytaus,17,2.1
9,18,30,1,Statybininkų,8,Politinė partija „Sąjunga Taip“,Alytaus,9,1.11
9,13,30,,Statybininkų,3,Socialistinis liaudies Frontas,Alytaus,3,0.37
9,11,30,,Statybininkų,5,Krikščionių partija,Alytaus,5,0.62
8,9,30,2,Naujoji,58,Partija Tvarka ir teisingumas,Alytaus,60,6.96
8,7,30,,Naujoji,,Lietuvos lenkų rinkimų akcija,Alytaus,,
8,14,30,1,Naujoji,10,Lietuvos valstiečių ir žaliųjų sąjunga,Alytaus,11,1.28
8,16,30,1,Naujoji,20,Liberalų ir centro sąjunga,Alytaus,21,2.44
8,18,30,,Naujoji,8,Politinė partija „Sąjunga Taip“,Alytaus,8,0.93
8,13,30,,Naujoji,15,Socialistinis liaudies Frontas,Alytaus,15,1.74
8,11,30,1,Naujoji,16,Krikščionių partija,Alytaus,17,1.97
8,10,30,1,Naujoji,6,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Alytaus,7,0.81
7,9,30,1,Dzūkijos,57,Partija Tvarka ir teisingumas,Alytaus,58,6.83
7,7,30,,Dzūkijos,2,Lietuvos lenkų rinkimų akcija,Alytaus,2,0.24
7,14,30,1,Dzūkijos,8,Lietuvos valstiečių ir žaliųjų sąjunga,Alytaus,9,1.06
7,16,30,3,Dzūkijos,24,Liberalų ir centro sąjunga,Alytaus,27,3.18
7,18,30,,Dzūkijos,11,Politinė partija „Sąjunga Taip“,Alytaus,11,1.3
7,13,30,3,Dzūkijos,3,Socialistinis liaudies Frontas,Alytaus,6,0.71
7,11,30,3,Dzūkijos,14,Krikščionių partija,Alytaus,17,2.0
7,10,30,,Dzūkijos,6,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",Alytaus,6,0.71
4,3,30,169,A.Matučio,334,Darbo partija,Alytaus,503,39.58
4,8,30,9,A.Matučio,175,Lietuvos socialdemokratų partija,Alytaus,184,14.48
4,5,30,17,A.Matučio,123,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Alytaus,140,11.01
4,1,30,6,A.Matučio,80,Lietuvos Respublikos liberalų sąjūdis,Alytaus,86,6.77
4,6,30,28,A.Matučio,86,„Drąsos kelias“ politinė partija,Alytaus,114,8.97
4,9,30,30,A.Matučio,81,Partija Tvarka ir teisingumas,Alytaus,111,8.73
3,3,30,29,Centro,190,Darbo partija,Alytaus,219,23.62
3,8,30,20,Centro,212,Lietuvos socialdemokratų partija,Alytaus,232,25.03
3,5,30,17,Centro,147,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Alytaus,164,17.69
3,1,30,1,Centro,84,Lietuvos Respublikos liberalų sąjūdis,Alytaus,85,9.17
3,6,30,8,Centro,90,„Drąsos kelias“ politinė partija,Alytaus,98,10.57
2,3,30,15,A.Ramanausko-Vanago,183,Darbo partija,Alytaus,198,19.06
2,8,30,29,A.Ramanausko-Vanago,210,Lietuvos socialdemokratų partija,Alytaus,239,23.0
2,5,30,21,A.Ramanausko-Vanago,171,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Alytaus,192,18.48
2,1,30,11,A.Ramanausko-Vanago,112,Lietuvos Respublikos liberalų sąjūdis,Alytaus,123,11.84
